"date","state","value"
2023-01-01,"SC",262298.5
2024-01-01,"SC",273324.6
2005-01-01,"SD",39330.6
2006-01-01,"SD",39961.7
2007-01-01,"SD",41646.2
2008-01-01,"SD",43278.5
2009-01-01,"SD",44255.8
2010-01-01,"SD",44810.7
2011-01-01,"SD",47630.4
2012-01-01,"SD",48653.9
2013-01-01,"SD",48610.1
2014-01-01,"SD",49640.9
2015-01-01,"SD",50860.7
2016-01-01,"SD",51264.3
2017-01-01,"SD",51615.1
2018-01-01,"SD",51937.8
2019-01-01,"SD",52510.2
2020-01-01,"SD",52770.7
2021-01-01,"SD",55515.9
2022-01-01,"SD",55259.9
2023-01-01,"SD",57275.1
2024-01-01,"SD",57498.1
2005-01-01,"TN",289064.3
2006-01-01,"TN",295668.2
2007-01-01,"TN",294819.8
2008-01-01,"TN",298526.9
2009-01-01,"TN",287308.9
2010-01-01,"TN",292687
2011-01-01,"TN",301508.9
2012-01-01,"TN",311754.2
2013-01-01,"TN",318347.9
2014-01-01,"TN",323879.6
2015-01-01,"TN",335461.1
2016-01-01,"TN",343544.9
2017-01-01,"TN",355417.5
2018-01-01,"TN",362363.7
2019-01-01,"TN",370197.4
2020-01-01,"TN",367863.6
2021-01-01,"TN",400243.6
2022-01-01,"TN",414470.8
2023-01-01,"TN",422087.7
2024-01-01,"TN",432266.2
2005-01-01,"TX",1143413.1
2006-01-01,"TX",1225147.3
2007-01-01,"TX",1288828.7
2008-01-01,"TX",1287191.5
2009-01-01,"TX",1285560.2
2010-01-01,"TX",1323059.1
2011-01-01,"TX",1370174.9
2012-01-01,"TX",1438354.4
2013-01-01,"TX",1511806.6
2014-01-01,"TX",1559636.1
2015-01-01,"TX",1634127.1
2016-01-01,"TX",1633863.3
2017-01-01,"TX",1667313
2018-01-01,"TX",1746543.3
2019-01-01,"TX",1806736.1
2020-01-01,"TX",1773657.1
2021-01-01,"TX",1879101.3
2022-01-01,"TX",1952708.6
2023-01-01,"TX",2097090.4
2024-01-01,"TX",2172368.6
2005-01-01,"UT",118430.2
2006-01-01,"UT",127539.4
2007-01-01,"UT",133799.8
2008-01-01,"UT",133662.9
2009-01-01,"UT",130958.7
2010-01-01,"UT",133739.1
