"date","abbrev","population","unemployment","bachelors","rgdp_2017","state","legal","legal.year","retailyear","onlineyear","online","retail","tribalonly","notes"
2019,"NC",10501.384,3.9,32.3,567975,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2019,"ND",763.724,2.2,30.4,59408.5,"North Dakota",1,2018,2018,2018,0,1,1,""
2019,"NE",1932.571,3.1,33.2,127568.9,"Nebraska",1,2021,2021,NA,0,1,0,""
2019,"NH",1360.783,2.6,37.6,84438.2,"New Hampshire",1,2019,2019,2019,1,1,0,""
2019,"NJ",8891.258,3.5,41.2,618691,"New Jersey",1,2018,2018,2018,1,1,0,""
2019,"NM",2099.634,5,27.7,100342.2,"New Mexico",1,2018,2018,NA,0,1,1,""
2019,"NV",3090.771,4.1,25.7,176029.7,"Nevada",1,1949,1949,2010,1,1,0,""
2019,"NY",19463.131,3.9,37.8,1704364.3,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2019,"OH",11696.507,4.1,29.3,674063.9,"Ohio",1,2021,2021,2021,1,1,0,""
2019,"OK",3960.676,3.1,26.2,200072.2,"Oklahoma",0,NA,NA,NA,0,0,0,""
2019,"OR",4216.116,3.7,34.5,239794.8,"Oregon",1,2019,2019,2019,1,1,0,""
2019,"PA",12798.883,4.3,32.3,771852.5,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2019,"RI",1058.158,3.5,34.8,60157.6,"Rhode Island",1,2018,2018,2019,1,1,0,""
2019,"SC",5157.702,2.8,29.6,239021.3,"South Carolina",0,NA,NA,NA,0,0,0,""
2019,"SD",887.127,2.7,29.7,52510.2,"South Dakota",1,2021,2021,NA,0,1,0,""
2019,"TN",6830.325,3.3,28.7,370197.4,"Tennessee",1,2019,NA,2019,1,0,0,""
2019,"TX",28986.794,3.5,30.8,1806736.1,"Texas",0,NA,NA,NA,0,0,0,""
2019,"UT",3203.383,2.5,34.8,192760.6,"Utah",0,NA,NA,NA,0,0,0,""
2019,"VA",8556.642,2.7,39.6,541028,"Virginia",1,2020,2020,2020,1,1,0,""
2019,"VT",624.046,2.1,38.7,33339.4,"Vermont",1,2023,NA,2023,1,0,0,""
2019,"WA",7614.024,4.2,37,588794.4,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2019,"WI",5824.581,3.2,31.3,333256.8,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2019,"WV",1795.263,4.9,21.1,77162.2,"West Virginia",1,2018,2018,2018,1,1,0,""
2019,"WY",580.116,3.7,29.1,38577.1,"Wyoming",1,2021,2021,2021,1,1,0,""
2020,"AK",733.017,8.3,31.9,50332.8,"Alaska",0,NA,NA,NA,0,0,0,""
2020,"AL",5033.094,6.4,27.8,222288.8,"Alabama",0,NA,NA,NA,0,0,0,""
2020,"AR",3014.546,6.2,24.9,128340.9,"Arkansas",1,2018,2019,2022,1,1,0,""
2020,"AZ",7187.135,7.8,33,365027.7,"Arizona",1,2021,2021,2021,1,1,0,""
2020,"CA",39521.958,10.2,36.9,2933320.2,"California",0,NA,NA,NA,0,0,0,""
2020,"CO",5787.129,6.8,44.2,380188.8,"Colorado",1,2019,2020,2020,1,1,0,""
2020,"CT",3579.918,8,42.4,260765.2,"Connecticut",1,2021,2021,2021,1,1,0,""
2020,"DE",991.928,7.5,34.7,72506.8,"Delaware",1,2018,2018,2018,1,1,0,""
2020,"FL",21592.035,8.1,33.7,1069758.8,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2020,"GA",10732.888,6.6,34.8,604745.9,"Georgia",0,NA,NA,NA,0,0,0,""
2020,"HI",1451.252,11.7,35.5,79840.1,"Hawaii",0,NA,NA,NA,0,0,0,""
2020,"IA",3191.141,5.2,29.5,186328.2,"Iowa",1,2019,2019,2019,1,1,0,""
2020,"ID",1849.415,5.6,30.9,82717.4,"Idaho",0,NA,NA,NA,0,0,0,""
2020,"IL",12799.088,9.3,37.6,810200.9,"Illinois",1,2019,2020,2020,1,1,0,""
2020,"IN",6790.497,7.4,28.9,359787.3,"Indiana",1,2019,2019,2019,1,1,0,""
2020,"KS",2938.172,5.8,35.1,168056.9,"Kansas",1,2022,2022,2022,1,1,0,""
2020,"KY",4508.318,6.5,27.4,206049.6,"Kentucky",1,2023,2023,2023,1,1,0,""
2020,"LA",4652.301,8.7,27.2,228951.3,"Louisiana",1,2021,2021,2022,1,1,0,""
2020,"MA",6994.598,9.3,46.9,559765,"Massachusetts",1,2022,2023,2023,1,1,0,""
2020,"MD",6177.935,6.5,43.1,388782.8,"Maryland",1,2021,2021,2021,1,1,0,""
2020,"ME",1364.571,5.1,33.5,67410.9,"Maine",1,2022,2023,2023,1,1,0,""
2020,"MI",10072.703,10.1,32.1,501893.9,"Michigan",1,2019,2020,2021,1,1,0,""
2020,"MN",5710.735,6.3,37.9,357475.6,"Minnesota",0,NA,NA,NA,0,0,0,""
2020,"MO",6154.744,6.2,31.9,315332.6,"Missouri",0,NA,NA,NA,0,0,0,""
2020,"MS",2958.536,8,24.5,110322.8,"Mississippi",1,2017,2017,NA,0,1,0,""
2020,"MT",1087.23,5.8,34.6,49981.5,"Montana",1,2019,2019,NA,0,1,0,""
2020,"NC",10449.652,7.3,34.8,564504.4,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2020,"ND",779.563,5,31.8,55850.6,"North Dakota",1,2018,2018,2018,0,1,1,""
2020,"NE",1963.387,4.3,33.3,126734.9,"Nebraska",1,2021,2021,NA,0,1,0,""
2020,"NH",1378.756,6.8,40.2,83152.6,"New Hampshire",1,2019,2019,2019,1,1,0,""
2020,"NJ",9272.794,9.5,43.1,597221.4,"New Jersey",1,2018,2018,2018,1,1,0,""
2020,"NM",2118.606,7.9,30.1,97622.4,"New Mexico",1,2018,2018,NA,0,1,1,""
2020,"NV",3116.967,13.7,28,166077,"Nevada",1,1949,1949,2010,1,1,0,""
2020,"NY",20105.171,9.9,39.5,1656784.8,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2020,"OH",11798.905,8.3,30.6,655243.3,"Ohio",1,2021,2021,2021,1,1,0,""
2020,"OK",3965.415,6.3,27,191560.9,"Oklahoma",0,NA,NA,NA,0,0,0,""
2020,"OR",4243.779,7.6,36.3,237424.3,"Oregon",1,2019,2019,2019,1,1,0,""
2020,"PA",12996.143,8.8,34,736381.3,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2020,"RI",1096.53,9.3,38,58231.7,"Rhode Island",1,2018,2018,2019,1,1,0,""
2020,"SC",5132.249,6,31.7,233650.2,"South Carolina",0,NA,NA,NA,0,0,0,""
2020,"SD",887.948,4.1,28.4,52770.7,"South Dakota",1,2021,2021,NA,0,1,0,""
2020,"TN",6927.904,7.5,30.7,367863.6,"Tennessee",1,2019,NA,2019,1,0,0,""
2020,"TX",29239.57,7.7,33.2,1773657.1,"Texas",0,NA,NA,NA,0,0,0,""
2020,"UT",3284.077,4.8,36.9,194750.2,"Utah",0,NA,NA,NA,0,0,0,""
2020,"VA",8637.615,6.5,42,534532.3,"Virginia",1,2020,2020,2020,1,1,0,""
2020,"VT",642.977,5.7,42.1,32252.7,"Vermont",1,2023,NA,2023,1,0,0,""
2020,"WA",7727.209,8.7,38.4,589156.8,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2020,"WI",5897.375,6.4,31.8,322470.6,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2020,"WV",1791.646,8.3,23.1,74553.8,"West Virginia",1,2018,2018,2018,1,1,0,""
2020,"WY",577.681,5.9,28.2,36198.2,"Wyoming",1,2021,2021,2021,1,1,0,""
2021,"AK",734.42,6.4,32.8,51454.2,"Alaska",0,NA,NA,NA,0,0,0,""
2021,"AL",5049.196,3.4,27.4,233726.6,"Alabama",0,NA,NA,NA,0,0,0,""
2021,"AR",3026.87,4,25.3,137463.6,"Arkansas",1,2018,2019,2022,1,1,0,""
2021,"AZ",7274.078,5,32.4,395035.9,"Arizona",1,2021,2021,2021,1,1,0,""
2021,"CA",39142.565,7.4,36.2,3154188.6,"California",0,NA,NA,NA,0,0,0,""
2021,"CO",5814.036,5.5,44.4,406451.9,"Colorado",1,2019,2020,2020,1,1,0,""
2021,"CT",3606.607,6.5,42.1,269838.7,"Connecticut",1,2021,2021,2021,1,1,0,""
2021,"DE",1005.062,5.4,35.6,74657.1,"Delaware",1,2018,2018,2018,1,1,0,""
2021,"FL",21831.949,4.7,33.2,1170526.3,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2021,"GA",10792.06,3.9,34.6,643013.8,"Georgia",0,NA,NA,NA,0,0,0,""
2021,"HI",1447.029,6,35.3,84408.5,"Hawaii",0,NA,NA,NA,0,0,0,""
2021,"IA",3198.613,3.9,30.5,201147.1,"Iowa",1,2019,2019,2019,1,1,0,""
2021,"ID",1904.848,3.6,30.7,88969.6,"Idaho",0,NA,NA,NA,0,0,0,""
2021,"IL",12700.641,6.1,37.1,855888.1,"Illinois",1,2019,2020,2020,1,1,0,""
2021,"IN",6815.907,3.9,28.9,387122,"Indiana",1,2019,2019,2019,1,1,0,""
2021,"KS",2938.338,3.4,35.4,172782.4,"Kansas",1,2022,2022,2022,1,1,0,""
2021,"KY",4507.583,4.5,27,215133.2,"Kentucky",1,2023,2023,2023,1,1,0,""
2021,"LA",4627.971,5.6,26.4,237839.2,"Louisiana",1,2021,2021,2022,1,1,0,""
2021,"MA",7000.474,5.3,46.6,595911.8,"Massachusetts",1,2022,2023,2023,1,1,0,""
2021,"MD",6179.403,5.2,42.5,406953.1,"Maryland",1,2021,2021,2021,1,1,0,""
2021,"ME",1378.931,4.7,36,71142.4,"Maine",1,2022,2023,2023,1,1,0,""
2021,"MI",10041.351,5.7,31.7,530380.9,"Michigan",1,2019,2020,2021,1,1,0,""
2021,"MN",5718.66,3.7,38.9,377947,"Minnesota",0,NA,NA,NA,0,0,0,""
2021,"MO",6171.374,4.1,31.7,331580.9,"Missouri",0,NA,NA,NA,0,0,0,""
2021,"MS",2947.209,5.4,24.8,115675,"Mississippi",1,2017,2017,NA,0,1,0,""
2021,"MT",1106.522,3.4,34.8,53303.7,"Montana",1,2019,2019,NA,0,1,0,""
2021,"NC",10564.32,4.9,34.9,600217.3,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2021,"ND",777.966,3.1,31.7,56419.2,"North Dakota",1,2018,2018,2018,0,1,1,""
2021,"NE",1964.537,2.6,34.4,134939.9,"Nebraska",1,2021,2021,NA,0,1,0,""
2021,"NH",1387.677,3.5,40.2,89949.3,"New Hampshire",1,2019,2019,2019,1,1,0,""
2021,"NJ",9270.541,6.7,43.1,632463.3,"New Jersey",1,2018,2018,2018,1,1,0,""
2021,"NM",2117.333,7.1,30.1,100917.6,"New Mexico",1,2018,2018,NA,0,1,1,""
2021,"NV",3148.141,6.8,27.6,182474.1,"Nevada",1,1949,1949,2010,1,1,0,""
2021,"NY",19848.276,7.1,39.9,1736222.3,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2021,"OH",11767.344,5.2,30.7,690479,"Ohio",1,2021,2021,2021,1,1,0,""
2021,"OK",3992.238,4,27.9,194132.8,"Oklahoma",0,NA,NA,NA,0,0,0,""
2021,"OR",4254.28,5.2,36.3,250325.8,"Oregon",1,2019,2019,2019,1,1,0,""
2021,"PA",13015.571,5.9,34.5,765508.8,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2021,"RI",1097.246,5.6,36.5,60803.1,"Rhode Island",1,2018,2018,2019,1,1,0,""
2021,"SC",5194.274,3.9,31.5,245752.1,"South Carolina",0,NA,NA,NA,0,0,0,""
2021,"SD",896.492,2.5,31.7,55515.9,"South Dakota",1,2021,2021,NA,0,1,0,""
2021,"TN",6965.74,4.5,30.5,400243.6,"Tennessee",1,2019,NA,2019,1,0,0,""
2021,"TX",29570.351,5.6,33.1,1879101.3,"Texas",0,NA,NA,NA,0,0,0,""
2021,"UT",3339.738,2.8,36.8,210446.9,"Utah",0,NA,NA,NA,0,0,0,""
2021,"VA",8658.91,3.8,41.8,565470.6,"Virginia",1,2020,2020,2020,1,1,0,""
2021,"VT",647.21,3.6,44.4,33721.9,"Vermont",1,2023,NA,2023,1,0,0,""
2021,"WA",7743.76,5.2,39,630051.5,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2021,"WI",5881.608,3.8,32.5,334514,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2021,"WV",1785.618,5.1,24.1,75765.1,"West Virginia",1,2018,2018,2018,1,1,0,""
2021,"WY",579.636,4.6,29.2,37131.8,"Wyoming",1,2021,2021,2021,1,1,0,""
2022,"AK",734.442,4.3,30.6,50767.1,"Alaska",0,NA,NA,NA,0,0,0,""
2022,"AL",5076.181,2.5,28.8,238556.5,"Alabama",0,NA,NA,NA,0,0,0,""
2022,"AR",3047.704,3.2,25.4,139560.7,"Arkansas",1,2018,2019,2022,1,1,0,""
2022,"AZ",7377.566,3.7,33,410228.5,"Arizona",1,2021,2021,2021,1,1,0,""
2022,"CA",39142.414,4.3,37,3184007.8,"California",0,NA,NA,NA,0,0,0,""
2022,"CO",5850.935,3.1,45.9,418818.8,"Colorado",1,2019,2020,2020,1,1,0,""
2022,"CT",3617.925,4,41.9,278975.9,"Connecticut",1,2021,2021,2021,1,1,0,""
2022,"DE",1020.625,4.2,36.5,77149.3,"Delaware",1,2018,2018,2018,1,1,0,""
2022,"FL",22379.312,3,34.3,1239883.6,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2022,"GA",10931.805,3.2,34.7,665678.1,"Georgia",0,NA,NA,NA,0,0,0,""
2022,"HI",1440.359,3.3,35.4,86887.8,"Hawaii",0,NA,NA,NA,0,0,0,""
2022,"IA",3202.82,2.8,32.3,201580.4,"Iowa",1,2019,2019,2019,1,1,0,""
2022,"ID",1944.299,2.9,32.3,92903.7,"Idaho",0,NA,NA,NA,0,0,0,""
2022,"IL",12621.821,4.6,37.7,876536,"Illinois",1,2019,2020,2020,1,1,0,""
2022,"IN",6844.545,3.1,29.6,399280.8,"Indiana",1,2019,2019,2019,1,1,0,""
2022,"KS",2937.324,2.7,35.6,177470.2,"Kansas",1,2022,2022,2022,1,1,0,""
2022,"KY",4519.233,4.1,27.9,219755.6,"Kentucky",1,2023,2023,2023,1,1,0,""
2022,"LA",4593.687,3.7,27.1,236854.1,"Louisiana",1,2021,2021,2022,1,1,0,""
2022,"MA",7022.468,3.6,46.6,608052.9,"Massachusetts",1,2022,2023,2023,1,1,0,""
2022,"MD",6192.44,3,43.8,416406.2,"Maryland",1,2021,2021,2021,1,1,0,""
2022,"ME",1390.922,2.8,36.1,73036.2,"Maine",1,2022,2023,2023,1,1,0,""
2022,"MI",10050.877,4.1,32.1,543720.9,"Michigan",1,2019,2020,2021,1,1,0,""
2022,"MN",5721.621,2.5,39.1,384727.7,"Minnesota",0,NA,NA,NA,0,0,0,""
2022,"MO",6179.414,2.6,32.2,339652.5,"Missouri",0,NA,NA,NA,0,0,0,""
2022,"MS",2941.939,3.7,24.8,116557.1,"Mississippi",1,2017,2017,NA,0,1,0,""
2022,"MT",1122.095,2.6,34.6,55193.9,"Montana",1,2019,2019,NA,0,1,0,""
2022,"NC",10710.793,3.7,35.9,619537.2,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2022,"ND",781.057,2.1,31.8,55988,"North Dakota",1,2018,2018,2018,0,1,1,""
2022,"NE",1972.246,2.2,34.7,139441,"Nebraska",1,2021,2021,NA,0,1,0,""
2022,"NH",1396.678,2.4,41.3,91416.1,"New Hampshire",1,2019,2019,2019,1,1,0,""
2022,"NJ",9295.227,3.9,43.5,650235.8,"New Jersey",1,2018,2018,2018,1,1,0,""
2022,"NM",2113.868,4.1,30.5,103301.6,"New Mexico",1,2018,2018,NA,0,1,1,""
2022,"NV",3176.116,5.2,27,190463.3,"Nevada",1,1949,1949,2010,1,1,0,""
2022,"NY",19703.747,4.3,40,1765102.1,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2022,"OH",11777.874,4,32,695257.9,"Ohio",1,2021,2021,2021,1,1,0,""
2022,"OK",4026.229,3,28.5,193940.5,"Oklahoma",0,NA,NA,NA,0,0,0,""
2022,"OR",4247.372,3.9,36.3,256062.8,"Oregon",1,2019,2019,2019,1,1,0,""
2022,"PA",12984.99,4.1,35.1,779360.6,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2022,"RI",1099.498,3.2,39.6,62279.3,"Rhode Island",1,2018,2018,2019,1,1,0,""
2022,"SC",5287.935,3.2,32.6,254504.5,"South Carolina",0,NA,NA,NA,0,0,0,""
2022,"SD",909.723,1.9,31.6,55259.9,"South Dakota",1,2021,2021,NA,0,1,0,""
2022,"TN",7062.217,3.4,31.1,414470.8,"Tennessee",1,2019,NA,2019,1,0,0,""
2022,"TX",30113.488,3.9,33.9,1952708.6,"Texas",0,NA,NA,NA,0,0,0,""
2022,"UT",3391.011,2.4,37.9,217442.5,"Utah",0,NA,NA,NA,0,0,0,""
2022,"VA",8683.414,2.7,42.2,580475.2,"Virginia",1,2020,2020,2020,1,1,0,""
2022,"VT",648.142,2.4,44.2,34752.6,"Vermont",1,2023,NA,2023,1,0,0,""
2022,"WA",7794.123,4.1,39.5,644075.1,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2022,"WI",5903.975,2.8,33.2,339747.9,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2022,"WV",1774.122,3.9,24.8,77188,"West Virginia",1,2018,2018,2018,1,1,0,""
2022,"WY",581.978,3.4,29.6,37827.3,"Wyoming",1,2021,2021,2021,1,1,0,""
2023,"AK",736.51,4.2,32.2,54059.7,"Alaska",0,NA,NA,NA,0,0,0,""
2023,"AL",5117.673,2.5,28.9,245354.7,"Alabama",0,NA,NA,NA,0,0,0,""
2023,"AR",3069.463,3.1,26.2,142860.6,"Arkansas",1,2018,2019,2022,1,1,0,""
2023,"AZ",7473.027,3.7,33.5,422399.6,"Arizona",1,2021,2021,2021,1,1,0,""
2023,"CA",39198.693,4.7,37.5,3248656.5,"California",0,NA,NA,NA,0,0,0,""
2023,"CO",5901.339,3.3,46.4,437056.1,"Colorado",1,2019,2020,2020,1,1,0,""
2023,"CT",3643.023,3.2,42.9,286628.5,"Connecticut",1,2021,2021,2021,1,1,0,""
2023,"DE",1036.423,3.8,36.5,78014.4,"Delaware",1,2018,2018,2018,1,1,0,""
2023,"FL",22904.868,3,34.9,1292787.6,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2023,"GA",11064.432,3.3,35.4,678201.2,"Georgia",0,NA,NA,NA,0,0,0,""
2023,"HI",1441.387,2.9,37,88614.4,"Hawaii",0,NA,NA,NA,0,0,0,""
2023,"IA",3218.414,2.9,31.5,202051.4,"Iowa",1,2019,2019,2019,1,1,0,""
2023,"ID",1971.122,3.2,32.1,95897.9,"Idaho",0,NA,NA,NA,0,0,0,""
2023,"IL",12642.259,4.5,38.3,885651.3,"Illinois",1,2019,2020,2020,1,1,0,""
2023,"IN",6880.131,3.5,30.2,404290.3,"Indiana",1,2019,2019,2019,1,1,0,""
2023,"KS",2951.5,2.9,35.8,183795.6,"Kansas",1,2022,2022,2022,1,1,0,""
2023,"KY",4550.595,4.3,27.8,224418,"Kentucky",1,2023,2023,2023,1,1,0,""
2023,"LA",4588.071,3.7,27,248615.5,"Louisiana",1,2021,2021,2022,1,1,0,""
2023,"MA",7066.568,3.5,47.8,615504.5,"Massachusetts",1,2022,2023,2023,1,1,0,""
2023,"MD",6217.062,2.2,43.7,422866.3,"Maryland",1,2021,2021,2021,1,1,0,""
2023,"ME",1399.646,2.6,37,75195.4,"Maine",1,2022,2023,2023,1,1,0,""
2023,"MI",10083.356,3.9,32.7,554256.2,"Michigan",1,2019,2020,2021,1,1,0,""
2023,"MN",5753.048,2.8,40,390907.9,"Minnesota",0,NA,NA,NA,0,0,0,""
2023,"MO",6208.038,3.1,33.2,348487.4,"Missouri",0,NA,NA,NA,0,0,0,""
2023,"MS",2943.172,3.1,25.5,119548.4,"Mississippi",1,2017,2017,NA,0,1,0,""
2023,"MT",1131.302,2.7,34.6,57373.3,"Montana",1,2019,2019,NA,0,1,0,""
2023,"NC",10881.189,3.5,36.8,638067.3,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2023,"ND",789.047,2,33.6,60348.6,"North Dakota",1,2018,2018,2018,0,1,1,""
2023,"NE",1987.864,2.3,35.3,145019.7,"Nebraska",1,2021,2021,NA,0,1,0,""
2023,"NH",1402.199,2.3,40.7,93466.7,"New Hampshire",1,2019,2019,2019,1,1,0,""
2023,"NJ",9379.642,4.3,43.8,663888.5,"New Jersey",1,2018,2018,2018,1,1,0,""
2023,"NM",2121.164,3.7,31.6,110323.7,"New Mexico",1,2018,2018,NA,0,1,1,""
2023,"NV",3214.363,5.1,28.7,195405.6,"Nevada",1,1949,1949,2010,1,1,0,""
2023,"NY",19737.367,4,40.6,1791210.7,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2023,"OH",11824.034,3.6,32,709816.7,"Ohio",1,2021,2021,2021,1,1,0,""
2023,"OK",4063.882,3.2,28.7,207923.4,"Oklahoma",0,NA,NA,NA,0,0,0,""
2023,"OR",4253.653,3.8,37.7,261951.6,"Oregon",1,2019,2019,2019,1,1,0,""
2023,"PA",13017.721,3.7,35.3,799228.8,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2023,"RI",1103.429,3,39,63277.1,"Rhode Island",1,2018,2018,2019,1,1,0,""
2023,"SC",5387.83,3,32.9,262298.5,"South Carolina",0,NA,NA,NA,0,0,0,""
2023,"SD",918.305,1.8,33.3,57275.1,"South Dakota",1,2021,2021,NA,0,1,0,""
2023,"TN",7148.304,3.2,31.7,422087.7,"Tennessee",1,2019,NA,2019,1,0,0,""
2023,"TX",30727.89,4,34.2,2097090.4,"Texas",0,NA,NA,NA,0,0,0,""
2023,"UT",3443.222,2.7,38.4,225459.4,"Utah",0,NA,NA,NA,0,0,0,""
2023,"VA",8734.685,2.7,42.4,597597.1,"Virginia",1,2020,2020,2020,1,1,0,""
2023,"VT",648.708,1.9,43.7,35236.6,"Vermont",1,2023,NA,2023,1,0,0,""
2023,"WA",7857.32,4.2,40.5,677238.1,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2023,"WI",5930.405,2.8,33.8,344570.8,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2023,"WV",1770.495,3.9,24,80798.1,"West Virginia",1,2018,2018,2018,1,1,0,""
2023,"WY",585.067,2.9,30.4,40210.8,"Wyoming",1,2021,2021,2021,1,1,0,""
